name,calories,fat,carbs,restaurant
Add (2) Smoked Sausage Links ,460,41,5,IHOP
Chicken Florentine Crepes ,880,53,48,IHOP
Broccoli Cheese Soup ,340,23,19,IHOP
Philly Cheese Steak Stacker ,780,39,55,IHOP
Bacon’N Beef™ Cheeseburger w/Bacon Patty ,830,53,48,IHOP
Seasoned Fries ,300,12,44,IHOP
Side Caesar Salad ,440,40,13,IHOP
Grilled Chicken Caesar Salad ,960,72,39,IHOP
House Salad ,90,3,15,IHOP
Country/Chicken Fried Steak Dinner w/Country Gravy ,830,38,82,IHOP
Chicken Fried Chicken w/Sausage Gravy ,750,37,77,IHOP
Broccoli Cheese Soup ,340,23,19,IHOP
Senior Mediterranean Lemon Chicken ,760,42,59,IHOP
Add Strawberry Topping ,70,0,17,IHOP
"Apple Juice, 12 fl oz (Kid’s Cup) ",150,0,36,IHOP
"Grapefruit Juice, Carafe ",480,0,120,IHOP
"Milk Shake, Strawberry ",480,24,57,IHOP
Hash Brown Crusted Chicken with Country Gravy ,840,48,60,IHOP
The Lorax's Breakfast with (2) Truffula Chip Pancakes ,1150,55,110,IHOP
Chicken Fajita Omelette,960,65,22,IHOP
International Omelette,740,53,19,IHOP
Seasonal Fresh Fruit,80,0,21,IHOP
Country/Chicken Fried Steak &amp; Eggs w/Country Gravy ,1570,87,139,IHOP
Add Country/Chicken Fried Steak &amp; Country Gravy,690,37,60,IHOP
Chorizo &amp; Eggs ,1400,82,111,IHOP
Loco Moco ,1190,56,108,IHOP
South-of-the-Border Burrito ,1380,74,130,IHOP
French Toast ,640,36,59,IHOP
Strawberry Banana French Toast ,1060,45,135,IHOP
"International Crepe Passport, Nutella® ",1100,71,83,IHOP
German Crepes ,830,54,71,IHOP
Pancake Platter ,490,18,69,IHOP
Strawberry Banana Pancakes (4) ,760,17,137,IHOP
Loaded Potato &amp; Bacon Soup ,430,29,30,IHOP
Chicken Noodle Soup ,170,5,18,IHOP
SIMPLE &amp; FIT Simply Chicken Sandwich w/Fresh Fruit ,500,10,65,IHOP
Bacon’N Beef™ Bacon Cheeseburger w/Beef Patty ,860,55,47,IHOP
Chicken Noodle Soup ,170,5,18,IHOP
Appetizer Sampler ,1780,99,163,IHOP
SIMPLE &amp; FIT Fruit Bowl ,130,0,33,IHOP
T-Bone Steak 10 oz ,740,40,43,IHOP
Mediterranean Lemon Chicken ,780,41,44,IHOP
Loaded Potato &amp; Bacon Soup ,430,29,30,IHOP
"Ice Cream Sundae (Ice Cream, Whipped Topping &amp; Cherry)",300,20,26,IHOP
Fruit Crepe w/Blueberry Compote ,480,21,66,IHOP
"Add Ice Cream, Vanilla, (1) scoop ",90,5,10,IHOP
Rise ‘N Shine ,1080,61,105,IHOP
Senior Grilled Liver ,790,42,74,IHOP
French Toast ,430,28,30,IHOP
Kraft® Macaroni &amp; Cheese ,380,9,65,IHOP
"Flavored Coffee, French Vanilla ",190,10,25,IHOP
"Cranberry Juice, 16 fl oz ",230,0,58,IHOP
"Tomato Juice, 10 fl oz ",50,0,10,IHOP
"Iced Tea, 16 fl oz ",10,0,2,IHOP
Chicken &amp; Waffles ,1080,62,97,IHOP
Pipsqueak's Breakfast with (1) Rooty Tooty Bar-Ba-Looty Blueberry Cone Cake ,500,19,63,IHOP
Garden Omelette,840,66,18,IHOP
Corned Beef Hash &amp; Cheese Omelette,990,72,30,IHOP
(3) CINN-A-STACK® Pancakes,690,23,106,IHOP
Sirloin Tips &amp; Eggs ,1350,76,99,IHOP
Big Country Breakfast ,1130,62,104,IHOP
Chicken Fried Chicken &amp; Eggs w/Sausage Gravy ,1300,73,107,IHOP
Add (3) Buttermilk Pancakes ,490,18,69,IHOP
Two Eggs &amp; Two Buttermilk Pancakes ,560,31,49,IHOP
Stuffed French Toast Combo ,950,52,92,IHOP
Swedish Crepes ,930,61,78,IHOP
"Stuffed French Toast, Side Order ",450,19,60,IHOP
"Pick-A-Pancake Combo, Strawberry ",900,45,98,IHOP
Add (1) Country Style Ham Slice ,160,4,2,IHOP
New York Cheesecake Pancakes (4) ,1100,44,152,IHOP
Seasonal Fresh Fruit ,80,0,21,IHOP
Loaded Potato &amp; Bacon Soup ,430,29,30,IHOP
Tuscan Chicken Griller ,940,58,59,IHOP
Bacon’N Beef™ Bacon Cheeseburger w/Bacon Patty ,900,58,48,IHOP
Loaded Potato &amp; Bacon Soup ,430,29,30,IHOP
Crispy Chicken Strips &amp; Fries ,1230,67,117,IHOP
SIMPLE &amp; FIT Fresh Fruit &amp; Yogurt Bowl ,320,3,73,IHOP
Chicken &amp; Spinach Salad ,1600,118,72,IHOP
Maui-Style Crunchy Shrimp ,720,27,95,IHOP
Top Sirloin Steak ,810,38,48,IHOP
Baked Potato ,340,7,63,IHOP
Fruit Crepe w/Strawberry Topping ,460,21,65,IHOP
Old-Fashioned Chocolate Cake ,460,18,72,IHOP
Senior Two x Two x Two ,560,31,49,IHOP
Senior Grilled Chicken Breast ,640,28,54,IHOP
Silver Five ,360,22,26,IHOP
Grilled Cheese Sandwich ,450,26,44,IHOP
"Cranberry Juice, 12 fl oz (Kid’s Cup) ",160,0,41,IHOP
"Premium Orange Juice, Carafe ",440,0,104,IHOP
"Iced Tea, 12 fl oz (Kid’s Cup) ",5,0,2,IHOP
Bacon Wrapped Sirloin Steak &amp; Eggs ,870,58,34,IHOP
Simple &amp; Fit Veggie Omelette with Fresh Fruit ,320,10,40,IHOP
Rooty Tooty Bar-Ba-Looty Blueberry Cone Cake (1) ,330,7,59,IHOP
Spinach &amp; Mushroom Omelette,910,70,24,IHOP
Omelet Add (2) Pork Sausage Links,180,16,1,IHOP
(3) Chocolate Chip Pancakes,550,19,85,IHOP
T-Bone Steak &amp; Eggs 12 oz,1250,68,74,IHOP
Quick Two-Egg Breakfast ,1080,61,105,IHOP
Add (4) Bacon Strips ,150,12,1,IHOP
Add Top Sirloin Steak ,280,11,0,IHOP
"Create Your Own Viva La French Toast Combo, Whole Wheat ",900,45,88,IHOP
Strawberry Banana Danish Fruit Crepes ,970,57,106,IHOP
Cinnamon Swirl French Toast Combo ,1210,75,102,IHOP
"Pick-A-Pancake Combo, Harvest Grain ‘N Nut® ",1020,64,81,IHOP
Add (2) Canadian Style Bacon Slices ,120,5,2,IHOP
Add (2) Taylor Ham® Slices ,360,32,2,IHOP
Chocolate Chip Pancakes (4) ,720,24,112,IHOP
House Salad ,90,3,15,IHOP
1/2 Pot Roast Melt Sandwich ,520,27,42,IHOP
Double BLT ,660,45,39,IHOP
Bacon’N Beef™ Bacon &amp; Egg Cheeseburger w/Bacon Patty ,1010,66,50,IHOP
Seasonal Fresh Fruit ,80,0,21,IHOP
Chicken Fajita Quesadilla ,1070,59,70,IHOP
Crispy Chicken Salad w/Fried Chicken ,1460,95,93,IHOP
Chicken Fajita Salad ,790,44,49,IHOP
Grilled Tilapia Hollandaise ,810,46,46,IHOP
Savory Pork Chops ,620,23,41,IHOP
House Salad ,90,3,15,IHOP
"Senior Omelette, Plain w/Egg Substitute ",420,17,47,IHOP
Senior Smokehouse Combo ,860,59,58,IHOP
Funny Face® (Chocolate) ,480,22,62,IHOP
Crispy Chicken Strips ,290,10,37,IHOP
"Coffee, Full Carafe ",25,0,5,IHOP
"Apple Juice, Carafe ",480,0,116,IHOP
"Premium Orange Juice, 12 fl oz (Kid’s Cup) ",140,0,33,IHOP
Hot Chocolate ,290,13,35,IHOP
Nutella Breakfast with (2) Bacon Strips ,930,55,82,IHOP
"Truffula Chip Pancakes, Full Order (4) ",770,19,127,IHOP
Colorado Omelette,1120,82,24,IHOP
"Avocado, Bacon &amp; Cheese Omelette",840,65,17,IHOP
(3) Harvest Grain ‘N Nut® Pancakes,700,39,71,IHOP
T-Bone Steak &amp; Eggs 16 oz,1250,58,73,IHOP
SIMPLE &amp; FIT Two-Egg Breakfast ,350,8,48,IHOP
Chicken Fried Chicken &amp; Eggs w/Country Gravy ,1240,69,105,IHOP
"Two Eggs, Hash Browns &amp; Toast ",1080,61,105,IHOP
"Create Your Own Viva La French Toast Combo, CINN-A-STACK® ",1300,73,121,IHOP
Nutella® Crepes,910,48,109,IHOP
"Stuffed French Toast, Full Order ",900,39,120,IHOP
"Pick-A-Pancake Combo, Cinnamon Apple ",890,45,94,IHOP
Add Corned Beef Hash ,300,20,18,IHOP
Add Top Sirloin Steak ,280,11,0,IHOP
CINN-A-STACK® Pancakes (4) ,890,29,138,IHOP
Side Caesar Salad ,440,40,13,IHOP
1/2 Double BLT Sandwich ,390,28,21,IHOP
Ham &amp; Egg Melt ,1070,56,77,IHOP
Bacon’N Beef™ Bacon &amp; Egg Cheeseburger w/Beef Patty ,970,63,48,IHOP
Dill Pickle Spear ,5,0,1,IHOP
Steak Fajita Quesadilla ,1060,61,71,IHOP
Crispy Chicken Salad w/Grilled Chicken ,1270,91,59,IHOP
Chicken Fajita Salad w/Avocado ,870,52,54,IHOP
SIMPLE &amp; FIT Grilled Tilapia ,490,23,27,IHOP
Smoked Sausage ,830,64,40,IHOP
Garlic Bread ,150,8,15,IHOP
Senior Sampler ,780,51,57,IHOP
Senior Crispy Chicken Strips ,900,49,87,IHOP
Funny Face® (Buttermilk) ,450,20,57,IHOP
Cheeseburger ,490,28,42,IHOP
"Cranberry Juice, 10 fl oz ",130,0,33,IHOP
"Premium Orange Juice, 16 fl oz ",190,0,46,IHOP
"Iced Tea, 10 fl oz ",5,0,2,IHOP
Herbal Tea ,0,0,2,IHOP
Nutella Breakfast with (2) Sausage Links ,1030,65,83,IHOP
"Truffula Chip Pancakes, Side Order (2) ",430,10,71,IHOP
Bacon Temptation Omelette,980,75,17,IHOP
(3) Cinnamon Apple Pancakes,510,13,86,IHOP
T-Bone Steak &amp; Eggs 10 oz,1220,67,76,IHOP
Thick-Cut Bone-In Ham &amp; Eggs ,1170,61,88,IHOP
Add (4) Pork Sausage Links ,350,32,3,IHOP
"Create Your Own Viva La French Toast Combo, Cinnamon Apple ",1180,66,109,IHOP
Belgian Waffle w/Butter ,420,23,47,IHOP
Cheese Blintzes ,1000,69,66,IHOP
"Pick-A-Pancake Combo, Strawberry Banana ",970,45,114,IHOP
Three Eggs &amp; Pancakes w/Hash Browns ,1130,62,104,IHOP
Add Side of Spam® ,350,30,4,IHOP
Double Blueberry Pancakes (4) ,800,17,144,IHOP
Bacon &amp; Cheddar Stuffed Crepes ,1130,82,43,IHOP
1/2 Turkey Sandwich ,290,18,15,IHOP
Turkey &amp; Bacon Club Sandwich ,730,39,50,IHOP
Bacon’N Beef™ Cheeseburger w/Beef Patty ,780,50,46,IHOP
Onion Rings ,620,34,70,IHOP
House Salad ,90,3,15,IHOP
"Grilled Chicken Caesar Salad, No Chicken ",870,71,39,IHOP
Side Caesar Salad ,440,40,13,IHOP
Country/Chicken Fried Steak Dinner w/Sausage Gravy ,940,46,88,IHOP
Grilled Liver ,810,39,63,IHOP
Side Caesar Salad ,440,40,13,IHOP
"Senior Omelette, Plain ",550,30,51,IHOP
Senior Rooty ,370,22,25,IHOP
"Coffee, Cup ",5,0,1,IHOP
"Apple Juice, 16 fl oz ",210,0,51,IHOP
"Premium Orange Juice, 10 fl oz ",110,0,26,IHOP
"Milk Shake, Vanilla ",490,24,60,IHOP
Hash Brown Crusted Chicken with Sausage Gravy ,890,52,62,IHOP
The Lorax's Breakfast with (2) Buttermilk Pancakes ,1060,58,86,IHOP
Country Omelette,1140,80,50,IHOP
(3) New York Cheesecake Pancakes,850,34,118,IHOP
SIMPLE &amp; FIT Veggie Omelette w/Fresh Fruit ,320,10,40,IHOP
Biscuits &amp; Gravy Combo w/Sausage Gravy ,1530,103,105,IHOP
Add Biscuits with Sausage Gravy &amp; (4) Pork Sausage Links ,900,62,63,IHOP
Add Flour Tortillas ,280,6,47,IHOP
Pigs In Blankets ,980,54,95,IHOP
"Create Your Own Viva La French Toast Combo, Blueberry ",1200,66,112,IHOP
Belgian Waffle Combo ,640,39,50,IHOP
"International Crepe Passport, German ",930,69,40,IHOP
"Pick-A-Pancake Combo, Chocolate Chip ",910,49,92,IHOP
SIMPLE &amp; FIT Two x Two x Two ,400,12,48,IHOP
Add (1) Portuguese Sausage Link ,380,34,2,IHOP
Add (2) Pork Chops ,210,6,2,IHOP
Garden Stuffed Crepes ,1050,75,51,IHOP
Chicken Tortilla Soup ,190,7,23,IHOP
Broccoli Cheese Soup ,340,23,19,IHOP
Patty Melt ,920,66,42,IHOP
Monster Bacon’N Beef™ Cheeseburger w/Beef Patty ,1190,80,46,IHOP
Broccoli Cheese Soup ,340,23,19,IHOP
Wings ,680,44,15,IHOP
Thick-Cut Bone-In Ham Dinner ,680,25,73,IHOP
Chicken Fried Chicken w/Country Gravy ,690,33,74,IHOP
Chicken Tortilla Soup ,190,7,23,IHOP
"Ice Cream, Chocolate, (1) scoop ",90,4,11,IHOP
"Add Ice Cream, Chocolate, (1) scoop ",90,4,11,IHOP
Senior Pot Roast ,630,31,72,IHOP
Rooty Jr.® ,370,22,25,IHOP
Add Hot Fudge ,190,9,26,IHOP
"Apple Juice, 10 fl oz ",120,0,29,IHOP
"Grapefruit Juice, 16 fl oz ",210,0,53,IHOP
"Milk Shake, Chocolate ",480,24,57,IHOP
Bacon &amp; Cheddar Hash Brown Stack with Fresh Fruit ,770,49,57,IHOP
The Lorax's Breakfast with (1) Rooty Tooty Bar-Ba-Looty Blueberry Cone Cake ,1050,52,99,IHOP
"Create Your Own Omelette, Plain",440,32,10,IHOP
(3) Original Buttermilk Pancakes,490,18,69,IHOP
Seasoned Hash Browns,320,20,31,IHOP
Country/Chicken Fried Steak &amp; Eggs w/Sausage Gravy ,1680,95,145,IHOP
Add Biscuits with Country Gravy and (4) Pork Sausage Links ,850,58,60,IHOP
Corned Beef Hash &amp; Eggs ,1110,61,91,IHOP
Machaca ,1270,90,60,IHOP
Top Sirloin Steak &amp; Eggs ,1090,53,73,IHOP
Two-Egg Cheese Omelette w/Two Buttermilk Pancakes ,780,49,52,IHOP
SIMPLE &amp; FIT Whole Wheat French Toast Combo ,490,15,56,IHOP
"International Crepe Passport, Swedish ",1030,77,48,IHOP
"Pick-A-Pancake Combo, Original Buttermilk ",880,50,80,IHOP
Rooty Tooty Fresh ‘N Fruity® ,750,45,51,IHOP
Harvest Grain ‘N Nut® Pancakes (4) ,920,49,95,IHOP
Chicken Noodle Soup ,170,5,18,IHOP
New England Clam Chowder ,460,34,25,IHOP
Pot Roast Melt ,1040,53,82,IHOP
Bacon’N Beef™ Mega Mushroom Burger w/Bacon Patty ,970,65,52,IHOP
New England Clam Chowder ,460,34,25,IHOP
Monster Mozza Sticks ,770,38,68,IHOP
T-Bone Steak 12 oz ,760,41,40,IHOP
SIMPLE &amp; FIT Grilled Balsamic-Glazed Chicken ,440,22,25,IHOP
Chicken Noodle Soup ,170,5,18,IHOP
Add Hot Fudge ,190,9,26,IHOP
Fruit Crepe w/Cinnamon Apple Compote ,390,21,45,IHOP
"Add Ice Cream, Chocolate, (1) scoop ",90,4,11,IHOP
Senior French Toast ,640,36,59,IHOP
Senior Pork Chop ,610,27,55,IHOP
Cheese Omelette ,520,35,27,IHOP
Jr. Fish ,150,3,7,IHOP
"Flavored Coffee, Swiss Mocha ",220,10,30,IHOP
"Cranberry Juice, Carafe ",520,0,132,IHOP
"Tomato Juice, 12 fl oz (Kid’s Cup) ",60,0,13,IHOP
"Sweet Tea, 10 fl oz ",80,0,19,IHOP
Cheesy Western Omelette with Pancakes ,1330,77,89,IHOP
Pipsqueak's Breakfast with (1) Truffula Chip Pancake ,430,17,46,IHOP
"Create Your Own Omelette, Plain w/Egg Substitute",140,4,2,IHOP
(3) Strawberry Pancakes,520,13,87,IHOP
"SIMPLE &amp; FIT Spinach, Mushroom &amp; Tomato Omelette w/Fresh Fruit",330,12,31,IHOP
Smokehouse Combo ,1340,91,84,IHOP
Big Country Breakfast ,1130,62,104,IHOP
Eggs Benedict ,1020,57,80,IHOP
Migas ,1140,83,57,IHOP
Classic Skillets ,1460,97,102,IHOP
"Create Your Own Viva La French Toast Combo, Original ",1170,71,93,IHOP
CINN-A-STACK® French Toast ,1120,54,126,IHOP
"International Crepe Passport, Strawberry Banana Danish ",1000,67,68,IHOP
"Pick-A-Pancake Combo, CINN-A-STACK® ",1010,51,109,IHOP
SIMPLE &amp; FIT Blueberry Harvest Grain ‘N Nut® Combo ,560,23,64,IHOP
Original Buttermilk Pancakes (5) ,770,25,115,IHOP
New England Clam Chowder ,460,34,25,IHOP
Minestrone Soup ,170,2,28,IHOP
Bacon Cheddar Chicken Sandwich ,930,61,47,IHOP
Bacon’N Beef™ Mega Mushroom Burger w/Beef Patty ,920,62,50,IHOP
Minestrone Soup ,170,2,28,IHOP
Onion Rings ,1250,69,140,IHOP
T-Bone Steak 16 oz ,760,31,39,IHOP
Crispy Chicken Strips ,1010,56,89,IHOP
New England Clam Chowder ,460,34,25,IHOP
Add Strawberry Topping ,70,0,17,IHOP
Crispy Strawberry Banana Cheesecake ,580,27,77,IHOP
SIMPLE &amp; FIT Senior Buttermilk Pancakes (3) ,490,18,69,IHOP
Senior Smoked Sausage Dinner ,750,52,53,IHOP
Baby Cakes ,210,6,25,IHOP
Jr. Fresh Fruit Dish ,80,0,21,IHOP
Splashberry ,140,0,35,IHOP
"Grapefruit Juice, 10 fl oz ",120,0,30,IHOP
"Tomato Juice, 16 fl oz ",90,0,18,IHOP
"Sweet Tea, 12 fl oz (Kid's Cup) ",100,0,26,IHOP
Cheesy Western Omelette with Fresh Fruit ,950,62,41,IHOP
Pipsqueak's Breakfast with (1) Buttermilk Pancake ,370,21,27,IHOP
Big Steak Omelette,1220,82,54,IHOP
(3) Strawberry Banana Pancakes,600,13,109,IHOP
SIMPLE &amp; FIT Turkey Bacon Omelette w/Fresh Fruit,420,20,25,IHOP
Biscuits &amp; Gravy Combo w/Country Gravy ,1420,95,99,IHOP
Add Country/Chicken Fried Steak &amp; Sausage Gravy ,800,45,65,IHOP
Huevos Rancheros ,1110,65,83,IHOP
Migas with Chorizo ,1400,103,59,IHOP
"Create Your Own Viva La French Toast Combo, Strawberry Banana ",1210,66,116,IHOP
Original French Toast ,920,50,88,IHOP
"International Crepe Passport, Fresh Fruit ",860,50,69,IHOP
"Pick-A-Pancake Combo, Double Blueberry ",1020,45,124,IHOP
Two x Two x Two ,560,31,49,IHOP
Add (2) Pork Sausage Patties ,300,27,0,IHOP
"Original Buttermilk Pancakes, Short Stack (3) ",490,18,69,IHOP
Minestrone Soup ,170,2,28,IHOP
Chicken Tortilla Soup ,190,7,23,IHOP
Chicken Clubhouse Super Stacker ,1180,81,55,IHOP
Monster Bacon’N Beef™ Cheeseburger w/Bacon Patty ,1270,86,49,IHOP
Chicken Tortilla Soup ,190,7,23,IHOP
Seasoned Fries ,590,24,87,IHOP
Sirloin Steak Tips Dinner ,800,40,69,IHOP
French Onion Pot Roast ,790,39,73,IHOP
Minestrone Soup ,170,2,28,IHOP
"Ice Cream, Vanilla, (1) scoop ",90,5,10,IHOP
"Add Ice Cream, Vanilla, (1) scoop ",90,5,10,IHOP
Senior Grilled Tilapia Hollandaise ,780,46,58,IHOP
Create-A-Face Pancake ,410,10,71,IHOP
"Kid’s Ice Cream Sundae (Ice Cream, Whipped Topping &amp; Cherry) ",130,7,13,IHOP
Tropical Island Twist ,180,0,47,IHOP
"Grapefruit Juice, 12 fl oz (Kid’s Cup) ",150,0,38,IHOP
"Tomato Juice, Carafe ",200,0,40,IHOP
"Sweet Tea, 16 fl oz ",120,0,32,IHOP
Bacon &amp; Cheddar Hash Brown Stack with Pancakes ,1020,61,83,IHOP
Mac 'N Cheese &amp; Truffula Trees ,400,9,68,IHOP
Cheeseburger - Protein® Style (Bun replaced with Lettuce) ,330,25,11,In-N-Out Burger
French Fries ,395,18,54,In-N-Out Burger
Hamburger w/Onion ,390,19,39,In-N-Out Burger
Chocolate Shake ,590,29,72,In-N-Out Burger
Double-Double® w/Onion,670,41,39,In-N-Out Burger
Cheeseburger w/Mustard &amp; Ketchup Instead of Spread,400,18,41,In-N-Out Burger
Double-Double® w/Mustard &amp; Ketchup Instead of Spread,590,32,41,In-N-Out Burger
Double-Double® - Protein® Style (Bun replaced with Lettuce) ,520,39,11,In-N-Out Burger
Hamburger - Protein® Style (Bun replaced with Lettuce) ,240,17,11,In-N-Out Burger
Strawberry Shake ,590,27,81,In-N-Out Burger
Hamburger w/Mustard &amp; Ketchup Instead of Spread,310,10,41,In-N-Out Burger
Vanilla Shake ,580,31,67,In-N-Out Burger
Cheeseburger w/Onion ,480,27,39,In-N-Out Burger
Hamburger Deluxe,340,16,33,Jack in the Box
Hamburger Deluxe with Cheese,420,23,34,Jack in the Box
Sourdough Ultimate Cheeseburger™,870,63,38,Jack in the Box
Fish and Chips (Seasonal) w/ large French Fries,990,50,112,Jack in the Box
Chicken Club Salad w/ Grilled Chicken Strips**,370,20,13,Jack in the Box
Egg Roll 1 pc.,150,7,15,Jack in the Box
"Seasoned Curly Fries, large",580,34,63,Jack in the Box
Hashbrown Sticks 5 pc.,280,19,26,Jack in the Box
Steak &amp; Egg Burrito (no salsa),810,50,55,Jack in the Box
"Iced Coffee, Caramel (regular) 24 fl oz.",160,3,28,Jack in the Box
New York Style Cheesecake,310,17,32,Jack in the Box
"Chicken Strips, Crispy 2 pc.",280,12,26,Jack in the Box
Big Cheeseburger,570,34,43,Jack in the Box
Grilled Chicken Strips w/ Teriyaki Dipping Sauce,310,8,16,Jack in the Box
Hamburger Deluxe,340,16,33,Jack in the Box
Sourdough Steak Melt,650,38,38,Jack in the Box
Fish and Chips (Seasonal) w/ medium French Fries,830,43,90,Jack in the Box
Chicken Club Salad w/ Crispy Chicken Strips**,520,28,37,Jack in the Box
Chiquita® Apple Bites with Caramel,70,0,17,Jack in the Box
"Seasoned Curly Fries, medium",430,25,46,Jack in the Box
French Toast Sticks 4 pc.,600,33,68,Jack in the Box
Supreme Croissant,450,27,32,Jack in the Box
"Flavored Iced Tea, Raspberry 24 fl oz.",80,0,21,Jack in the Box
Mini Churros 10 pc.,690,37,84,Jack in the Box
Breakfast Jack®,280,11,30,Jack in the Box
Beef Taco (2 Tacos),390,22,33,Jack in the Box
Side Salad,20,0,4,Jack in the Box
"Smoothie, Strawberry Banana 16 oz.",290,0,73,Jack in the Box
Sirloin Cheeseburger,900,60,52,Jack in the Box
Chicken Sandwich,410,21,42,Jack in the Box
Jack’s Spicy Chicken® w/ Cheese,610,26,61,Jack in the Box
Southwest Chicken Salad w/ Grilled Chicken Strips**,350,15,29,Jack in the Box
"French Fries, large",610,28,83,Jack in the Box
"Bacon, Egg &amp; Cheese Biscuit",430,25,35,Jack in the Box
Sausage Biscuit,460,30,35,Jack in the Box
Kona Classic® Coffee (decaf) 16 fl oz.,10,0,2,Jack in the Box
"Smoothie, Strawberry 24 fl oz.",400,0,99,Jack in the Box
"Shake, Oreo® Cookie w/ Whipped Topping 24 oz.",1170,61,134,Jack in the Box
French Toast Sticks 2 pc.,300,16,34,Jack in the Box
Hamburger Deluxe,340,16,33,Jack in the Box
Chicken Fajita Pita made w/ Whole Grain (no salsa),320,11,33,Jack in the Box
Bacon Ultimate Cheeseburger™,920,63,45,Jack in the Box
Sirloin Cheeseburger with Bacon,990,66,52,Jack in the Box
Chicken Sandwich with Bacon,470,25,42,Jack in the Box
Sourdough Grilled Chicken Club,540,26,38,Jack in the Box
Bacon Ranch Dressing,260,26,3,Jack in the Box
Mozzarella Cheese Sticks 3 pc.,280,16,22,Jack in the Box
Breakfast Jack®,280,11,30,Jack in the Box
Sausage Breakfast Jack®,440,27,31,Jack in the Box
Kona Classic® Coffee (regular) 12 fl oz.,5,0,1,Jack in the Box
"Smoothie, Strawberry Banana 16 fl oz.",290,0,73,Jack in the Box
"Shake, Strawberry w/ Whipped Topping 16 oz.",780,38,95,Jack in the Box
Grilled Cheese Sandwich,330,16,34,Jack in the Box
Hamburger Deluxe with Cheese,420,23,34,Jack in the Box
Side Salad**,20,0,4,Jack in the Box
Jr. Bacon Cheeseburger,400,22,32,Jack in the Box
Ultimate Cheeseburger™,830,57,44,Jack in the Box
Fish Sandwich (Seasonal),650,37,61,Jack in the Box
Grilled Chicken Salad**,250,10,15,Jack in the Box
Lite Ranch Dressing,150,15,3,Jack in the Box
Egg Roll 3 pc.,440,22,46,Jack in the Box
Stuffed Jalapeños 3 pc.,220,12,21,Jack in the Box
Hearty Breakfast Bowl,850,65,41,Jack in the Box
Steak &amp; Egg Burrito (w/ salsa),820,50,56,Jack in the Box
"Iced Coffee, Original (regular) 24 fl oz.",170,3,29,Jack in the Box
"Smoothie, Mango 16 fl oz.",290,0,72,Jack in the Box
"Shake, Chocolate w/ Whipped Topping 16 oz.",800,38,101,Jack in the Box
"Chicken Strips, Grilled 2 pc.",130,4,2,Jack in the Box
Chicken Sandwich,410,21,42,Jack in the Box
"Smoothie, Strawberry 16 oz.",270,0,67,Jack in the Box
Jumbo Jack® with Cheese,580,34,45,Jack in the Box
Chicken Fajita Pita made w/ Whole Grain (w/ salsa),330,11,35,Jack in the Box
Jack’s Spicy Chicken®,530,21,60,Jack in the Box
Southwest Chicken Salad w/ Crispy Chicken Strips**,500,23,53,Jack in the Box
"French Fries, medium",450,21,61,Jack in the Box
Bacon Breakfast Jack®,310,14,30,Jack in the Box
Meaty Breakfast Burrito (w/ salsa),620,37,40,Jack in the Box
Kona Classic® Coffee (decaf) 12 fl oz.,5,0,1,Jack in the Box
"Smoothie, Strawberry 16 fl oz.",270,0,67,Jack in the Box
"Shake, Oreo® Cookie w/ Whipped Topping 16 oz.",810,43,92,Jack in the Box
French Fries (Kid’s),230,10,30,Jack in the Box
Grilled Cheese Sandwich,330,16,34,Jack in the Box
"Smoothie, Mango 16 oz.",290,0,72,Jack in the Box
Jumbo Jack®,500,27,45,Jack in the Box
Chicken Fajita Pita made w/ Whole Grain (no salsa),320,11,33,Jack in the Box
Homestyle Ranch Chicken Club,730,35,65,Jack in the Box
Side Salad**,20,0,4,Jack in the Box
"French Fries, small",330,15,45,Jack in the Box
Stuffed Jalapeños 7 pc.,510,29,49,Jack in the Box
Meaty Breakfast Burrito (no salsa),610,37,38,Jack in the Box
Ultimate Breakfast Sandwich,520,25,42,Jack in the Box
"Iced Coffee, Vanilla (regular) 24 fl oz.",170,3,30,Jack in the Box
"Smoothie, Mango 24 fl oz.",450,0,114,Jack in the Box
"Shake, Chocolate w/ Whipped Topping 24 oz.",1150,55,146,Jack in the Box
Chiquita® Apple Bites with Caramel,70,0,17,Jack in the Box
Chicken Sandwich with Bacon,470,25,42,Jack in the Box
Chicken Teriyaki Bowl,580,5,106,Jack in the Box
Big Cheeseburger,570,34,43,Jack in the Box
Sirloin Swiss &amp; Grilled Onion Burger,880,59,52,Jack in the Box
"Chicken Strips, Crispy 4 pc.",560,24,53,Jack in the Box
Chicken Teriyaki Bowl,690,6,133,Jack in the Box
Creamy Southwest Dressing,220,22,3,Jack in the Box
Spicy Corn Sticks,140,7,18,Jack in the Box
Mozzarella Cheese Sticks 6 pc.,560,33,43,Jack in the Box
Breakfast Pita Pocket,450,23,32,Jack in the Box
Sausage Croissant,570,40,32,Jack in the Box
Kona Classic® Coffee (regular) 16 fl oz.,10,0,2,Jack in the Box
"Smoothie, Strawberry Banana 24 fl oz.",440,0,108,Jack in the Box
"Shake, Strawberry w/ Whipped Topping 24 oz.",1120,54,138,Jack in the Box
Hamburger,290,12,32,Jack in the Box
Jr. Bacon Cheeseburger,400,22,32,Jack in the Box
Chiquita® Apple Bites with Caramel,70,0,17,Jack in the Box
Hamburger,290,12,32,Jack in the Box
Sirloin Swiss &amp; Grilled Onion Burger with Bacon,970,65,52,Jack in the Box
"Chicken Strips, Grilled 4 pc.",250,7,5,Jack in the Box
